ws_id,village_id,village_name,year,month,month_name,source_type,capacity_liters_per_day,supply_liters_per_day,availability_fraction,supply_hours_per_day,availability_status,treatment_facility,daily_demand_lpd,shortfall_lpd,source
WSVLG0018M01,VLG0018,Dhanora,2025,1,January,bore_well,234792,217368,0.926,16.7,functional,N,146745,0,JJM_synthetic
WSVLG0018M02,VLG0018,Dhanora,2025,2,February,bore_well,234792,219863,0.936,16.9,functional,N,146745,0,JJM_synthetic
WSVLG0018M03,VLG0018,Dhanora,2025,3,March,bore_well,234792,221396,0.943,17.0,functional,N,146745,0,JJM_synthetic
WSVLG0018M04,VLG0018,Dhanora,2025,4,April,bore_well,234792,203862,0.868,15.6,functional,N,146745,0,JJM_synthetic
WSVLG0018M05,VLG0018,Dhanora,2025,5,May,bore_well,234792,178477,0.76,13.7,functional,N,146745,0,JJM_synthetic
WSVLG0018M06,VLG0018,Dhanora,2025,6,June,bore_well,234792,221472,0.943,17.0,functional,N,146745,0,JJM_synthetic
WSVLG0018M07,VLG0018,Dhanora,2025,7,July,bore_well,234792,234792,1.0,18.0,functional,N,146745,0,JJM_synthetic
WSVLG0018M08,VLG0018,Dhanora,2025,8,August,bore_well,234792,233203,0.993,17.9,functional,N,146745,0,JJM_synthetic
WSVLG0018M09,VLG0018,Dhanora,2025,9,September,bore_well,234792,230843,0.983,17.7,functional,N,146745,0,JJM_synthetic
WSVLG0018M10,VLG0018,Dhanora,2025,10,October,bore_well,234792,227831,0.97,17.5,functional,N,146745,0,JJM_synthetic
WSVLG0018M11,VLG0018,Dhanora,2025,11,November,bore_well,234792,222548,0.948,17.1,functional,N,146745,0,JJM_synthetic
WSVLG0018M12,VLG0018,Dhanora,2025,12,December,bore_well,234792,228018,0.971,17.5,functional,N,146745,0,JJM_synthetic
WSVLG0019M01,VLG0019,Kuhi,2025,1,January,bore_well,87480,82375,0.942,16.9,functional,N,54675,0,JJM_synthetic
WSVLG0019M02,VLG0019,Kuhi,2025,2,February,bore_well,87480,77637,0.887,16.0,functional,N,54675,0,JJM_synthetic
WSVLG0019M03,VLG0019,Kuhi,2025,3,March,bore_well,87480,79984,0.914,16.5,functional,N,54675,0,JJM_synthetic
WSVLG0019M04,VLG0019,Kuhi,2025,4,April,bore_well,87480,76295,0.872,15.7,functional,N,54675,0,JJM_synthetic
WSVLG0019M05,VLG0019,Kuhi,2025,5,May,bore_well,87480,70833,0.81,14.6,functional,N,54675,0,JJM_synthetic
WSVLG0019M06,VLG0019,Kuhi,2025,6,June,bore_well,87480,87480,1.0,18.0,functional,N,54675,0,JJM_synthetic
WSVLG0019M07,VLG0019,Kuhi,2025,7,July,bore_well,87480,87028,0.995,17.9,functional,N,54675,0,JJM_synthetic
WSVLG0019M08,VLG0019,Kuhi,2025,8,August,bore_well,87480,84499,0.966,17.4,functional,N,54675,0,JJM_synthetic
WSVLG0019M09,VLG0019,Kuhi,2025,9,September,bore_well,87480,83074,0.95,17.1,functional,N,54675,0,JJM_synthetic
WSVLG0019M10,VLG0019,Kuhi,2025,10,October,bore_well,87480,78806,0.901,16.2,functional,N,54675,0,JJM_synthetic
WSVLG0019M11,VLG0019,Kuhi,2025,11,November,bore_well,87480,79528,0.909,16.4,functional,N,54675,0,JJM_synthetic
WSVLG0019M12,VLG0019,Kuhi,2025,12,December,bore_well,87480,87480,1.0,18.0,functional,N,54675,0,JJM_synthetic
WSVLG0020M01,VLG0020,Bori,2025,1,January,bore_well,69174,53111,0.768,13.8,functional,N,57645,4534,JJM_synthetic
WSVLG0020M02,VLG0020,Bori,2025,2,February,bore_well,69174,52402,0.758,13.6,functional,N,57645,5243,JJM_synthetic
WSVLG0020M03,VLG0020,Bori,2025,3,March,bore_well,69174,45221,0.654,11.8,functional,N,57645,12424,JJM_synthetic
WSVLG0020M04,VLG0020,Bori,2025,4,April,bore_well,69174,40784,0.59,10.6,functional,N,57645,16861,JJM_synthetic
WSVLG0020M05,VLG0020,Bori,2025,5,May,bore_well,69174,33867,0.49,8.8,functional,N,57645,23778,JJM_synthetic
WSVLG0020M06,VLG0020,Bori,2025,6,June,bore_well,69174,61646,0.891,16.0,functional,N,57645,0,JJM_synthetic
WSVLG0020M07,VLG0020,Bori,2025,7,July,bore_well,69174,65179,0.942,17.0,functional,N,57645,0,JJM_synthetic
WSVLG0020M08,VLG0020,Bori,2025,8,August,bore_well,69174,67210,0.972,17.5,functional,N,57645,0,JJM_synthetic
WSVLG0020M09,VLG0020,Bori,2025,9,September,bore_well,69174,61490,0.889,16.0,functional,N,57645,0,JJM_synthetic
WSVLG0020M10,VLG0020,Bori,2025,10,October,bore_well,69174,53406,0.772,13.9,functional,N,57645,4239,JJM_synthetic
WSVLG0020M11,VLG0020,Bori,2025,11,November,bore_well,69174,56955,0.823,14.8,functional,N,57645,690,JJM_synthetic
WSVLG0020M12,VLG0020,Bori,2025,12,December,bore_well,69174,57304,0.828,14.9,functional,N,57645,341,JJM_synthetic
WSVLG0021M01,VLG0021,Asola,2025,1,January,bore_well,17250,6174,0.358,6.4,non-functional,N,31365,25191,JJM_synthetic
WSVLG0021M02,VLG0021,Asola,2025,2,February,bore_well,17250,4823,0.28,5.0,non-functional,N,31365,26542,JJM_synthetic
WSVLG0021M03,VLG0021,Asola,2025,3,March,bore_well,17250,3092,0.179,3.2,non-functional,N,31365,28273,JJM_synthetic
WSVLG0021M04,VLG0021,Asola,2025,4,April,bore_well,17250,2737,0.159,2.9,non-functional,N,31365,28628,JJM_synthetic
WSVLG0021M05,VLG0021,Asola,2025,5,May,bore_well,17250,2053,0.119,2.1,non-functional,N,31365,29312,JJM_synthetic
WSVLG0021M06,VLG0021,Asola,2025,6,June,bore_well,17250,8282,0.48,8.6,non-functional,N,31365,23083,JJM_synthetic
WSVLG0021M07,VLG0021,Asola,2025,7,July,bore_well,17250,10840,0.628,11.3,non-functional,N,31365,20525,JJM_synthetic
WSVLG0021M08,VLG0021,Asola,2025,8,August,bore_well,17250,10519,0.61,11.0,non-functional,N,31365,20846,JJM_synthetic
WSVLG0021M09,VLG0021,Asola,2025,9,September,bore_well,17250,9664,0.56,10.1,non-functional,N,31365,21701,JJM_synthetic
WSVLG0021M10,VLG0021,Asola,2025,10,October,bore_well,17250,7723,0.448,8.1,non-functional,N,31365,23642,JJM_synthetic
WSVLG0021M11,VLG0021,Asola,2025,11,November,bore_well,17250,4987,0.289,5.2,non-functional,N,31365,26378,JJM_synthetic
WSVLG0021M12,VLG0021,Asola,2025,12,December,bore_well,17250,5866,0.34,6.1,non-functional,N,31365,25499,JJM_synthetic
WSVLG0022M01,VLG0022,Mohadi,2025,1,January,bore_well,64854,50553,0.779,14.0,functional,N,54045,3492,JJM_synthetic
WSVLG0022M02,VLG0022,Mohadi,2025,2,February,bore_well,64854,46561,0.718,12.9,functional,N,54045,7484,JJM_synthetic
WSVLG0022M03,VLG0022,Mohadi,2025,3,March,bore_well,64854,43200,0.666,12.0,functional,N,54045,10845,JJM_synthetic
WSVLG0022M04,VLG0022,Mohadi,2025,4,April,bore_well,64854,40911,0.631,11.4,functional,N,54045,13134,JJM_synthetic
WSVLG0022M05,VLG0022,Mohadi,2025,5,May,bore_well,64854,32935,0.508,9.1,functional,N,54045,21110,JJM_synthetic
WSVLG0022M06,VLG0022,Mohadi,2025,6,June,bore_well,64854,59478,0.917,16.5,functional,N,54045,0,JJM_synthetic
WSVLG0022M07,VLG0022,Mohadi,2025,7,July,bore_well,64854,57196,0.882,15.9,functional,N,54045,0,JJM_synthetic
WSVLG0022M08,VLG0022,Mohadi,2025,8,August,bore_well,64854,60155,0.928,16.7,functional,N,54045,0,JJM_synthetic
WSVLG0022M09,VLG0022,Mohadi,2025,9,September,bore_well,64854,56216,0.867,15.6,functional,N,54045,0,JJM_synthetic
WSVLG0022M10,VLG0022,Mohadi,2025,10,October,bore_well,64854,57525,0.887,16.0,functional,N,54045,0,JJM_synthetic
WSVLG0022M11,VLG0022,Mohadi,2025,11,November,bore_well,64854,49873,0.769,13.8,functional,N,54045,4172,JJM_synthetic
WSVLG0022M12,VLG0022,Mohadi,2025,12,December,bore_well,64854,47469,0.732,13.2,functional,N,54045,6576,JJM_synthetic
WSVLG0023M01,VLG0023,Borala,2025,1,January,open_well,197640,171955,0.87,15.7,functional,N,123525,0,JJM_synthetic
WSVLG0023M02,VLG0023,Borala,2025,2,February,open_well,197640,178145,0.901,16.2,functional,N,123525,0,JJM_synthetic
WSVLG0023M03,VLG0023,Borala,2025,3,March,open_well,197640,178775,0.905,16.3,functional,N,123525,0,JJM_synthetic
WSVLG0023M04,VLG0023,Borala,2025,4,April,open_well,197640,170962,0.865,15.6,functional,N,123525,0,JJM_synthetic
WSVLG0023M05,VLG0023,Borala,2025,5,May,open_well,197640,163389,0.827,14.9,functional,N,123525,0,JJM_synthetic
WSVLG0023M06,VLG0023,Borala,2025,6,June,open_well,197640,197640,1.0,18.0,functional,N,123525,0,JJM_synthetic
WSVLG0023M07,VLG0023,Borala,2025,7,July,open_well,197640,193374,0.978,17.6,functional,N,123525,0,JJM_synthetic
WSVLG0023M08,VLG0023,Borala,2025,8,August,open_well,197640,197640,1.0,18.0,functional,N,123525,0,JJM_synthetic
WSVLG0023M09,VLG0023,Borala,2025,9,September,open_well,197640,180785,0.915,16.5,functional,N,123525,0,JJM_synthetic
WSVLG0023M10,VLG0023,Borala,2025,10,October,open_well,197640,178627,0.904,16.3,functional,N,123525,0,JJM_synthetic
WSVLG0023M11,VLG0023,Borala,2025,11,November,open_well,197640,167543,0.848,15.3,functional,N,123525,0,JJM_synthetic
WSVLG0023M12,VLG0023,Borala,2025,12,December,open_well,197640,187561,0.949,17.1,functional,N,123525,0,JJM_synthetic
WSVLG0024M01,VLG0024,Nagrala,2025,1,January,bore_well,89856,71718,0.798,14.4,functional,N,74880,3162,JJM_synthetic
WSVLG0024M02,VLG0024,Nagrala,2025,2,February,bore_well,89856,67802,0.755,13.6,functional,N,74880,7078,JJM_synthetic
WSVLG0024M03,VLG0024,Nagrala,2025,3,March,bore_well,89856,61324,0.682,12.3,functional,N,74880,13556,JJM_synthetic
WSVLG0024M04,VLG0024,Nagrala,2025,4,April,bore_well,89856,50579,0.563,10.1,functional,N,74880,24301,JJM_synthetic
WSVLG0024M05,VLG0024,Nagrala,2025,5,May,bore_well,89856,48737,0.542,9.8,functional,N,74880,26143,JJM_synthetic
WSVLG0024M06,VLG0024,Nagrala,2025,6,June,bore_well,89856,75488,0.84,15.1,functional,N,74880,0,JJM_synthetic
WSVLG0024M07,VLG0024,Nagrala,2025,7,July,bore_well,89856,89856,1.0,18.0,functional,N,74880,0,JJM_synthetic
WSVLG0024M08,VLG0024,Nagrala,2025,8,August,bore_well,89856,84271,0.938,16.9,functional,N,74880,0,JJM_synthetic
WSVLG0024M09,VLG0024,Nagrala,2025,9,September,bore_well,89856,77316,0.86,15.5,functional,N,74880,0,JJM_synthetic
WSVLG0024M10,VLG0024,Nagrala,2025,10,October,bore_well,89856,79392,0.884,15.9,functional,N,74880,0,JJM_synthetic
WSVLG0024M11,VLG0024,Nagrala,2025,11,November,bore_well,89856,65622,0.73,13.1,functional,N,74880,9258,JJM_synthetic
WSVLG0024M12,VLG0024,Nagrala,2025,12,December,bore_well,89856,69636,0.775,13.9,functional,N,74880,5244,JJM_synthetic
WSVLG0025M01,VLG0025,Amgaon,2025,1,January,bore_well,198576,179939,0.906,16.3,functional,N,124110,0,JJM_synthetic
WSVLG0025M02,VLG0025,Amgaon,2025,2,February,bore_well,198576,178179,0.897,16.2,functional,N,124110,0,JJM_synthetic
WSVLG0025M03,VLG0025,Amgaon,2025,3,March,bore_well,198576,178175,0.897,16.2,functional,N,124110,0,JJM_synthetic
WSVLG0025M04,VLG0025,Amgaon,2025,4,April,bore_well,198576,174664,0.88,15.8,functional,N,124110,0,JJM_synthetic
WSVLG0025M05,VLG0025,Amgaon,2025,5,May,bore_well,198576,183261,0.923,16.6,functional,N,124110,0,JJM_synthetic
WSVLG0025M06,VLG0025,Amgaon,2025,6,June,bore_well,198576,176737,0.89,16.0,functional,N,124110,0,JJM_synthetic
WSVLG0025M07,VLG0025,Amgaon,2025,7,July,bore_well,198576,198576,1.0,18.0,functional,N,124110,0,JJM_synthetic
WSVLG0025M08,VLG0025,Amgaon,2025,8,August,bore_well,198576,194150,0.978,17.6,functional,N,124110,0,JJM_synthetic
WSVLG0025M09,VLG0025,Amgaon,2025,9,September,bore_well,198576,189946,0.957,17.2,functional,N,124110,0,JJM_synthetic
WSVLG0025M10,VLG0025,Amgaon,2025,10,October,bore_well,198576,181738,0.915,16.5,functional,N,124110,0,JJM_synthetic
WSVLG0025M11,VLG0025,Amgaon,2025,11,November,bore_well,198576,175471,0.884,15.9,functional,N,124110,0,JJM_synthetic
WSVLG0025M12,VLG0025,Amgaon,2025,12,December,bore_well,198576,198576,1.0,18.0,functional,N,124110,0,JJM_synthetic
WSVLG0026M01,VLG0026,Marda,2025,1,January,bore_well,35993,22808,0.634,11.4,stressed,N,42345,19537,JJM_synthetic
WSVLG0026M02,VLG0026,Marda,2025,2,February,bore_well,35993,18749,0.521,9.4,stressed,N,42345,23596,JJM_synthetic
WSVLG0026M03,VLG0026,Marda,2025,3,March,bore_well,35993,18141,0.504,9.1,stressed,N,42345,24204,JJM_synthetic
WSVLG0026M04,VLG0026,Marda,2025,4,April,bore_well,35993,11499,0.319,5.8,stressed,N,42345,30846,JJM_synthetic
WSVLG0026M05,VLG0026,Marda,2025,5,May,bore_well,35993,8882,0.247,4.4,stressed,N,42345,33463,JJM_synthetic
WSVLG0026M06,VLG0026,Marda,2025,6,June,bore_well,35993,23859,0.663,11.9,stressed,N,42345,18486,JJM_synthetic
WSVLG0026M07,VLG0026,Marda,2025,7,July,bore_well,35993,28507,0.792,14.3,stressed,N,42345,13838,JJM_synthetic
WSVLG0026M08,VLG0026,Marda,2025,8,August,bore_well,35993,29027,0.806,14.5,stressed,N,42345,13318,JJM_synthetic
WSVLG0026M09,VLG0026,Marda,2025,9,September,bore_well,35993,26063,0.724,13.0,stressed,N,42345,16282,JJM_synthetic
WSVLG0026M10,VLG0026,Marda,2025,10,October,bore_well,35993,22530,0.626,11.3,stressed,N,42345,19815,JJM_synthetic
WSVLG0026M11,VLG0026,Marda,2025,11,November,bore_well,35993,18124,0.504,9.1,stressed,N,42345,24221,JJM_synthetic
WSVLG0026M12,VLG0026,Marda,2025,12,December,bore_well,35993,22752,0.632,11.4,stressed,N,42345,19593,JJM_synthetic
WSVLG0027M01,VLG0027,Khursapar,2025,1,January,open_well,129096,123878,0.96,17.3,functional,N,80685,0,JJM_synthetic
WSVLG0027M02,VLG0027,Khursapar,2025,2,February,open_well,129096,119971,0.929,16.7,functional,N,80685,0,JJM_synthetic
WSVLG0027M03,VLG0027,Khursapar,2025,3,March,open_well,129096,103830,0.804,14.5,functional,N,80685,0,JJM_synthetic
WSVLG0027M04,VLG0027,Khursapar,2025,4,April,open_well,129096,111340,0.862,15.5,functional,N,80685,0,JJM_synthetic
WSVLG0027M05,VLG0027,Khursapar,2025,5,May,open_well,129096,99725,0.772,13.9,functional,N,80685,0,JJM_synthetic
WSVLG0027M06,VLG0027,Khursapar,2025,6,June,open_well,129096,124462,0.964,17.4,functional,N,80685,0,JJM_synthetic
WSVLG0027M07,VLG0027,Khursapar,2025,7,July,open_well,129096,129096,1.0,18.0,functional,N,80685,0,JJM_synthetic
WSVLG0027M08,VLG0027,Khursapar,2025,8,August,open_well,129096,129096,1.0,18.0,functional,N,80685,0,JJM_synthetic
WSVLG0027M09,VLG0027,Khursapar,2025,9,September,open_well,129096,122116,0.946,17.0,functional,N,80685,0,JJM_synthetic
WSVLG0027M10,VLG0027,Khursapar,2025,10,October,open_well,129096,121382,0.94,16.9,functional,N,80685,0,JJM_synthetic
WSVLG0027M11,VLG0027,Khursapar,2025,11,November,open_well,129096,110859,0.859,15.5,functional,N,80685,0,JJM_synthetic
WSVLG0027M12,VLG0027,Khursapar,2025,12,December,open_well,129096,129096,1.0,18.0,functional,N,80685,0,JJM_synthetic
WSVLG0028M01,VLG0028,Wadgaon,2025,1,January,bore_well,63342,37485,0.592,10.7,stressed,N,74520,37035,JJM_synthetic
WSVLG0028M02,VLG0028,Wadgaon,2025,2,February,bore_well,63342,35771,0.565,10.2,stressed,N,74520,38749,JJM_synthetic
WSVLG0028M03,VLG0028,Wadgaon,2025,3,March,bore_well,63342,27169,0.429,7.7,stressed,N,74520,47351,JJM_synthetic
WSVLG0028M04,VLG0028,Wadgaon,2025,4,April,bore_well,63342,22743,0.359,6.5,stressed,N,74520,51777,JJM_synthetic
WSVLG0028M05,VLG0028,Wadgaon,2025,5,May,bore_well,63342,17066,0.269,4.8,stressed,N,74520,57454,JJM_synthetic
WSVLG0028M06,VLG0028,Wadgaon,2025,6,June,bore_well,63342,49726,0.785,14.1,stressed,N,74520,24794,JJM_synthetic
WSVLG0028M07,VLG0028,Wadgaon,2025,7,July,bore_well,63342,50142,0.792,14.2,stressed,N,74520,24378,JJM_synthetic
WSVLG0028M08,VLG0028,Wadgaon,2025,8,August,bore_well,63342,52306,0.826,14.9,stressed,N,74520,22214,JJM_synthetic
WSVLG0028M09,VLG0028,Wadgaon,2025,9,September,bore_well,63342,44637,0.705,12.7,stressed,N,74520,29883,JJM_synthetic
WSVLG0028M10,VLG0028,Wadgaon,2025,10,October,bore_well,63342,34265,0.541,9.7,stressed,N,74520,40255,JJM_synthetic
WSVLG0028M11,VLG0028,Wadgaon,2025,11,November,bore_well,63342,34026,0.537,9.7,stressed,N,74520,40494,JJM_synthetic
WSVLG0028M12,VLG0028,Wadgaon,2025,12,December,bore_well,63342,35017,0.553,10.0,stressed,N,74520,39503,JJM_synthetic
WSVLG0029M01,VLG0029,Saori,2025,1,January,bore_well,26903,9452,0.351,6.3,non-functional,N,48915,39463,JJM_synthetic
WSVLG0029M02,VLG0029,Saori,2025,2,February,bore_well,26903,6251,0.232,4.2,non-functional,N,48915,42664,JJM_synthetic
WSVLG0029M03,VLG0029,Saori,2025,3,March,bore_well,26903,6377,0.237,4.3,non-functional,N,48915,42538,JJM_synthetic
WSVLG0029M04,VLG0029,Saori,2025,4,April,bore_well,26903,3937,0.146,2.6,non-functional,N,48915,44978,JJM_synthetic
WSVLG0029M05,VLG0029,Saori,2025,5,May,bore_well,26903,2499,0.093,1.7,non-functional,N,48915,46416,JJM_synthetic
WSVLG0029M06,VLG0029,Saori,2025,6,June,bore_well,26903,15502,0.576,10.4,non-functional,N,48915,33413,JJM_synthetic
WSVLG0029M07,VLG0029,Saori,2025,7,July,bore_well,26903,18524,0.689,12.4,non-functional,N,48915,30391,JJM_synthetic
WSVLG0029M08,VLG0029,Saori,2025,8,August,bore_well,26903,16658,0.619,11.1,non-functional,N,48915,32257,JJM_synthetic
WSVLG0029M09,VLG0029,Saori,2025,9,September,bore_well,26903,13966,0.519,9.3,non-functional,N,48915,34949,JJM_synthetic
WSVLG0029M10,VLG0029,Saori,2025,10,October,bore_well,26903,8852,0.329,5.9,non-functional,N,48915,40063,JJM_synthetic
WSVLG0029M11,VLG0029,Saori,2025,11,November,bore_well,26903,7870,0.293,5.3,non-functional,N,48915,41045,JJM_synthetic
WSVLG0029M12,VLG0029,Saori,2025,12,December,bore_well,26903,9020,0.335,6.0,non-functional,N,48915,39895,JJM_synthetic
WSVLG0030M01,VLG0030,Pipri,2025,1,January,bore_well,5172,1832,0.354,6.4,non-functional,N,9405,7573,JJM_synthetic
WSVLG0030M02,VLG0030,Pipri,2025,2,February,bore_well,5172,1376,0.266,4.8,non-functional,N,9405,8029,JJM_synthetic
WSVLG0030M03,VLG0030,Pipri,2025,3,March,bore_well,5172,1176,0.228,4.1,non-functional,N,9405,8229,JJM_synthetic
WSVLG0030M04,VLG0030,Pipri,2025,4,April,bore_well,5172,648,0.125,2.3,non-functional,N,9405,8757,JJM_synthetic
WSVLG0030M05,VLG0030,Pipri,2025,5,May,bore_well,5172,505,0.098,1.8,non-functional,N,9405,8900,JJM_synthetic
WSVLG0030M06,VLG0030,Pipri,2025,6,June,bore_well,5172,3089,0.597,10.8,non-functional,N,9405,6316,JJM_synthetic
WSVLG0030M07,VLG0030,Pipri,2025,7,July,bore_well,5172,3432,0.664,11.9,non-functional,N,9405,5973,JJM_synthetic
WSVLG0030M08,VLG0030,Pipri,2025,8,August,bore_well,5172,3194,0.618,11.1,non-functional,N,9405,6211,JJM_synthetic
WSVLG0030M09,VLG0030,Pipri,2025,9,September,bore_well,5172,2720,0.526,9.5,non-functional,N,9405,6685,JJM_synthetic
WSVLG0030M10,VLG0030,Pipri,2025,10,October,bore_well,5172,1937,0.375,6.7,non-functional,N,9405,7468,JJM_synthetic
WSVLG0030M11,VLG0030,Pipri,2025,11,November,bore_well,5172,1479,0.286,5.1,non-functional,N,9405,7926,JJM_synthetic
WSVLG0030M12,VLG0030,Pipri,2025,12,December,bore_well,5172,1749,0.338,6.1,non-functional,N,9405,7656,JJM_synthetic
WSVLG0031M01,VLG0031,Moregaon,2025,1,January,bore_well,194328,190485,0.98,17.6,functional,N,121455,0,JJM_synthetic
WSVLG0031M02,VLG0031,Moregaon,2025,2,February,bore_well,194328,173170,0.891,16.0,functional,N,121455,0,JJM_synthetic
WSVLG0031M03,VLG0031,Moregaon,2025,3,March,bore_well,194328,160516,0.826,14.9,functional,N,121455,0,JJM_synthetic
WSVLG0031M04,VLG0031,Moregaon,2025,4,April,bore_well,194328,178922,0.921,16.6,functional,N,121455,0,JJM_synthetic
WSVLG0031M05,VLG0031,Moregaon,2025,5,May,bore_well,194328,161836,0.833,15.0,functional,N,121455,0,JJM_synthetic
WSVLG0031M06,VLG0031,Moregaon,2025,6,June,bore_well,194328,179505,0.924,16.6,functional,N,121455,0,JJM_synthetic
WSVLG0031M07,VLG0031,Moregaon,2025,7,July,bore_well,194328,190893,0.982,17.7,functional,N,121455,0,JJM_synthetic
WSVLG0031M08,VLG0031,Moregaon,2025,8,August,bore_well,194328,194328,1.0,18.0,functional,N,121455,0,JJM_synthetic
WSVLG0031M09,VLG0031,Moregaon,2025,9,September,bore_well,194328,194328,1.0,18.0,functional,N,121455,0,JJM_synthetic
WSVLG0031M10,VLG0031,Moregaon,2025,10,October,bore_well,194328,174054,0.896,16.1,functional,N,121455,0,JJM_synthetic
WSVLG0031M11,VLG0031,Moregaon,2025,11,November,bore_well,194328,186368,0.959,17.3,functional,N,121455,0,JJM_synthetic
WSVLG0031M12,VLG0031,Moregaon,2025,12,December,bore_well,194328,194328,1.0,18.0,functional,N,121455,0,JJM_synthetic
WSVLG0032M01,VLG0032,Mul,2025,1,January,bore_well,25962,8433,0.325,5.8,non-functional,N,47205,38772,JJM_synthetic
WSVLG0032M02,VLG0032,Mul,2025,2,February,bore_well,25962,6981,0.269,4.8,non-functional,N,47205,40224,JJM_synthetic
WSVLG0032M03,VLG0032,Mul,2025,3,March,bore_well,25962,4116,0.159,2.9,non-functional,N,47205,43089,JJM_synthetic
WSVLG0032M04,VLG0032,Mul,2025,4,April,bore_well,25962,3683,0.142,2.6,non-functional,N,47205,43522,JJM_synthetic
WSVLG0032M05,VLG0032,Mul,2025,5,May,bore_well,25962,2558,0.099,1.8,non-functional,N,47205,44647,JJM_synthetic
WSVLG0032M06,VLG0032,Mul,2025,6,June,bore_well,25962,14964,0.576,10.4,non-functional,N,47205,32241,JJM_synthetic
WSVLG0032M07,VLG0032,Mul,2025,7,July,bore_well,25962,18007,0.694,12.5,non-functional,N,47205,29198,JJM_synthetic
WSVLG0032M08,VLG0032,Mul,2025,8,August,bore_well,25962,15319,0.59,10.6,non-functional,N,47205,31886,JJM_synthetic
WSVLG0032M09,VLG0032,Mul,2025,9,September,bore_well,25962,12236,0.471,8.5,non-functional,N,47205,34969,JJM_synthetic
WSVLG0032M10,VLG0032,Mul,2025,10,October,bore_well,25962,10362,0.399,7.2,non-functional,N,47205,36843,JJM_synthetic
WSVLG0032M11,VLG0032,Mul,2025,11,November,bore_well,25962,8612,0.332,6.0,non-functional,N,47205,38593,JJM_synthetic
WSVLG0032M12,VLG0032,Mul,2025,12,December,bore_well,25962,9605,0.37,6.7,non-functional,N,47205,37600,JJM_synthetic
WSVLG0033M01,VLG0033,Sawali,2025,1,January,open_well,132354,104153,0.787,14.2,functional,N,110295,6142,JJM_synthetic
WSVLG0033M02,VLG0033,Sawali,2025,2,February,open_well,132354,99925,0.755,13.6,functional,N,110295,10370,JJM_synthetic
WSVLG0033M03,VLG0033,Sawali,2025,3,March,open_well,132354,98023,0.741,13.3,functional,N,110295,12272,JJM_synthetic
WSVLG0033M04,VLG0033,Sawali,2025,4,April,open_well,132354,81433,0.615,11.1,functional,N,110295,28862,JJM_synthetic
WSVLG0033M05,VLG0033,Sawali,2025,5,May,open_well,132354,70818,0.535,9.6,functional,N,110295,39477,JJM_synthetic
WSVLG0033M06,VLG0033,Sawali,2025,6,June,open_well,132354,116470,0.88,15.8,functional,N,110295,0,JJM_synthetic
WSVLG0033M07,VLG0033,Sawali,2025,7,July,open_well,132354,124837,0.943,17.0,functional,N,110295,0,JJM_synthetic
WSVLG0033M08,VLG0033,Sawali,2025,8,August,open_well,132354,132354,1.0,18.0,functional,N,110295,0,JJM_synthetic
WSVLG0033M09,VLG0033,Sawali,2025,9,September,open_well,132354,115501,0.873,15.7,functional,N,110295,0,JJM_synthetic
WSVLG0033M10,VLG0033,Sawali,2025,10,October,open_well,132354,108425,0.819,14.7,functional,N,110295,1870,JJM_synthetic
WSVLG0033M11,VLG0033,Sawali,2025,11,November,open_well,132354,100682,0.761,13.7,functional,N,110295,9613,JJM_synthetic
WSVLG0033M12,VLG0033,Sawali,2025,12,December,open_well,132354,114348,0.864,15.6,functional,N,110295,0,JJM_synthetic
WSVLG0034M01,VLG0034,Nanda,2025,1,January,bore_well,167904,167904,1.0,18.0,functional,N,104940,0,JJM_synthetic
WSVLG0034M02,VLG0034,Nanda,2025,2,February,bore_well,167904,154139,0.918,16.5,functional,N,104940,0,JJM_synthetic
WSVLG0034M03,VLG0034,Nanda,2025,3,March,bore_well,167904,148311,0.883,15.9,functional,N,104940,0,JJM_synthetic
WSVLG0034M04,VLG0034,Nanda,2025,4,April,bore_well,167904,142965,0.851,15.3,functional,N,104940,0,JJM_synthetic
WSVLG0034M05,VLG0034,Nanda,2025,5,May,bore_well,167904,121667,0.725,13.0,functional,N,104940,0,JJM_synthetic
WSVLG0034M06,VLG0034,Nanda,2025,6,June,bore_well,167904,167904,1.0,18.0,functional,N,104940,0,JJM_synthetic
WSVLG0034M07,VLG0034,Nanda,2025,7,July,bore_well,167904,167904,1.0,18.0,functional,N,104940,0,JJM_synthetic
WSVLG0034M08,VLG0034,Nanda,2025,8,August,bore_well,167904,167904,1.0,18.0,functional,N,104940,0,JJM_synthetic
WSVLG0034M09,VLG0034,Nanda,2025,9,September,bore_well,167904,159767,0.952,17.1,functional,N,104940,0,JJM_synthetic
WSVLG0034M10,VLG0034,Nanda,2025,10,October,bore_well,167904,155247,0.925,16.6,functional,N,104940,0,JJM_synthetic
WSVLG0034M11,VLG0034,Nanda,2025,11,November,bore_well,167904,151711,0.904,16.3,functional,N,104940,0,JJM_synthetic
WSVLG0034M12,VLG0034,Nanda,2025,12,December,bore_well,167904,167904,1.0,18.0,functional,N,104940,0,JJM_synthetic
WSVLG0035M01,VLG0035,Rampuri,2025,1,January,bore_well,28215,9447,0.335,6.0,non-functional,N,51300,41853,JJM_synthetic
WSVLG0035M02,VLG0035,Rampuri,2025,2,February,bore_well,28215,10250,0.363,6.5,non-functional,N,51300,41050,JJM_synthetic
WSVLG0035M03,VLG0035,Rampuri,2025,3,March,bore_well,28215,6129,0.217,3.9,non-functional,N,51300,45171,JJM_synthetic
