gw_id,village_id,village_name,date,week_number,depth_below_surface_m,trend,classification,source,confidence
GWVLG0018W17,VLG0018,Dhanora,2025-04-28,17,24.01,stable,safe,CGWB_synthetic,high
GWVLG0018W18,VLG0018,Dhanora,2025-05-05,18,24.02,stable,safe,CGWB_synthetic,high
GWVLG0018W19,VLG0018,Dhanora,2025-05-12,19,24.03,stable,safe,CGWB_synthetic,high
GWVLG0018W20,VLG0018,Dhanora,2025-05-19,20,24.09,stable,safe,CGWB_synthetic,high
GWVLG0018W21,VLG0018,Dhanora,2025-05-26,21,24.1,stable,safe,CGWB_synthetic,high
GWVLG0018W22,VLG0018,Dhanora,2025-06-02,22,24.18,stable,safe,CGWB_synthetic,high
GWVLG0018W23,VLG0018,Dhanora,2025-06-09,23,24.21,stable,safe,CGWB_synthetic,high
GWVLG0018W24,VLG0018,Dhanora,2025-06-16,24,23.77,rising,safe,CGWB_synthetic,high
GWVLG0018W25,VLG0018,Dhanora,2025-06-23,25,23.45,rising,safe,CGWB_synthetic,high
GWVLG0018W26,VLG0018,Dhanora,2025-06-30,26,23.12,rising,safe,CGWB_synthetic,high
GWVLG0018W27,VLG0018,Dhanora,2025-07-07,27,22.84,rising,safe,CGWB_synthetic,high
GWVLG0018W28,VLG0018,Dhanora,2025-07-14,28,22.52,rising,safe,CGWB_synthetic,high
GWVLG0018W29,VLG0018,Dhanora,2025-07-21,29,22.17,rising,safe,CGWB_synthetic,high
GWVLG0018W30,VLG0018,Dhanora,2025-07-28,30,21.75,rising,safe,CGWB_synthetic,high
GWVLG0018W31,VLG0018,Dhanora,2025-08-04,31,21.39,rising,safe,CGWB_synthetic,high
GWVLG0018W32,VLG0018,Dhanora,2025-08-11,32,21.0,rising,safe,CGWB_synthetic,high
GWVLG0018W33,VLG0018,Dhanora,2025-08-18,33,20.62,rising,safe,CGWB_synthetic,high
GWVLG0018W34,VLG0018,Dhanora,2025-08-25,34,20.3,rising,safe,CGWB_synthetic,high
GWVLG0018W35,VLG0018,Dhanora,2025-09-01,35,20.03,rising,safe,CGWB_synthetic,high
GWVLG0018W36,VLG0018,Dhanora,2025-09-08,36,19.7,rising,safe,CGWB_synthetic,high
GWVLG0018W37,VLG0018,Dhanora,2025-09-15,37,19.29,rising,safe,CGWB_synthetic,high
GWVLG0018W38,VLG0018,Dhanora,2025-09-22,38,18.97,rising,safe,CGWB_synthetic,high
GWVLG0018W39,VLG0018,Dhanora,2025-09-29,39,18.68,rising,safe,CGWB_synthetic,high
GWVLG0018W40,VLG0018,Dhanora,2025-10-06,40,18.66,rising,safe,CGWB_synthetic,high
GWVLG0018W41,VLG0018,Dhanora,2025-10-13,41,18.66,rising,safe,CGWB_synthetic,high
GWVLG0018W42,VLG0018,Dhanora,2025-10-20,42,18.67,rising,safe,CGWB_synthetic,high
GWVLG0018W43,VLG0018,Dhanora,2025-10-27,43,18.65,stable,safe,CGWB_synthetic,high
GWVLG0018W44,VLG0018,Dhanora,2025-11-03,44,18.68,stable,safe,CGWB_synthetic,high
GWVLG0018W45,VLG0018,Dhanora,2025-11-10,45,18.68,stable,safe,CGWB_synthetic,high
GWVLG0018W46,VLG0018,Dhanora,2025-11-17,46,18.69,stable,safe,CGWB_synthetic,high
GWVLG0018W47,VLG0018,Dhanora,2025-11-24,47,18.67,stable,safe,CGWB_synthetic,high
GWVLG0018W48,VLG0018,Dhanora,2025-12-01,48,18.66,stable,safe,CGWB_synthetic,high
GWVLG0018W49,VLG0018,Dhanora,2025-12-08,49,18.69,stable,safe,CGWB_synthetic,high
GWVLG0018W50,VLG0018,Dhanora,2025-12-15,50,18.68,stable,safe,CGWB_synthetic,high
GWVLG0018W51,VLG0018,Dhanora,2025-12-22,51,18.74,stable,safe,CGWB_synthetic,high
GWVLG0018W52,VLG0018,Dhanora,2025-12-29,52,18.73,stable,safe,CGWB_synthetic,high
GWVLG0019W01,VLG0019,Kuhi,2025-01-06,1,32.74,stable,safe,CGWB_synthetic,high
GWVLG0019W02,VLG0019,Kuhi,2025-01-13,2,32.84,stable,safe,CGWB_synthetic,high
GWVLG0019W03,VLG0019,Kuhi,2025-01-20,3,32.85,stable,safe,CGWB_synthetic,high
GWVLG0019W04,VLG0019,Kuhi,2025-01-27,4,32.88,stable,safe,CGWB_synthetic,high
GWVLG0019W05,VLG0019,Kuhi,2025-02-03,5,32.96,stable,safe,CGWB_synthetic,high
GWVLG0019W06,VLG0019,Kuhi,2025-02-10,6,33.05,stable,safe,CGWB_synthetic,high
GWVLG0019W07,VLG0019,Kuhi,2025-02-17,7,33.14,stable,safe,CGWB_synthetic,high
GWVLG0019W08,VLG0019,Kuhi,2025-02-24,8,33.2,stable,safe,CGWB_synthetic,high
GWVLG0019W09,VLG0019,Kuhi,2025-03-03,9,33.26,stable,safe,CGWB_synthetic,high
GWVLG0019W10,VLG0019,Kuhi,2025-03-10,10,33.3,stable,safe,CGWB_synthetic,high
GWVLG0019W11,VLG0019,Kuhi,2025-03-17,11,33.36,stable,safe,CGWB_synthetic,high
GWVLG0019W12,VLG0019,Kuhi,2025-03-24,12,33.37,stable,safe,CGWB_synthetic,high
GWVLG0019W13,VLG0019,Kuhi,2025-03-31,13,33.37,stable,safe,CGWB_synthetic,high
GWVLG0019W14,VLG0019,Kuhi,2025-04-07,14,33.4,stable,safe,CGWB_synthetic,high
GWVLG0019W15,VLG0019,Kuhi,2025-04-14,15,33.42,stable,safe,CGWB_synthetic,high
GWVLG0019W16,VLG0019,Kuhi,2025-04-21,16,33.43,stable,safe,CGWB_synthetic,high
GWVLG0019W17,VLG0019,Kuhi,2025-04-28,17,33.48,stable,safe,CGWB_synthetic,high
GWVLG0019W18,VLG0019,Kuhi,2025-05-05,18,33.54,stable,safe,CGWB_synthetic,high
GWVLG0019W19,VLG0019,Kuhi,2025-05-12,19,33.57,stable,safe,CGWB_synthetic,high
GWVLG0019W20,VLG0019,Kuhi,2025-05-19,20,33.64,stable,safe,CGWB_synthetic,high
GWVLG0019W21,VLG0019,Kuhi,2025-05-26,21,33.64,stable,safe,CGWB_synthetic,high
GWVLG0019W22,VLG0019,Kuhi,2025-06-02,22,33.66,stable,safe,CGWB_synthetic,high
GWVLG0019W23,VLG0019,Kuhi,2025-06-09,23,33.66,stable,safe,CGWB_synthetic,high
GWVLG0019W24,VLG0019,Kuhi,2025-06-16,24,33.22,rising,safe,CGWB_synthetic,high
GWVLG0019W25,VLG0019,Kuhi,2025-06-23,25,32.87,rising,safe,CGWB_synthetic,high
GWVLG0019W26,VLG0019,Kuhi,2025-06-30,26,32.51,rising,safe,CGWB_synthetic,high
GWVLG0019W27,VLG0019,Kuhi,2025-07-07,27,32.24,rising,safe,CGWB_synthetic,high
GWVLG0019W28,VLG0019,Kuhi,2025-07-14,28,31.92,rising,safe,CGWB_synthetic,high
GWVLG0019W29,VLG0019,Kuhi,2025-07-21,29,31.52,rising,safe,CGWB_synthetic,high
GWVLG0019W30,VLG0019,Kuhi,2025-07-28,30,31.26,rising,safe,CGWB_synthetic,high
GWVLG0019W31,VLG0019,Kuhi,2025-08-04,31,30.97,rising,safe,CGWB_synthetic,high
GWVLG0019W32,VLG0019,Kuhi,2025-08-11,32,30.65,rising,safe,CGWB_synthetic,high
GWVLG0019W33,VLG0019,Kuhi,2025-08-18,33,30.29,rising,safe,CGWB_synthetic,high
GWVLG0019W34,VLG0019,Kuhi,2025-08-25,34,29.89,rising,safe,CGWB_synthetic,high
GWVLG0019W35,VLG0019,Kuhi,2025-09-01,35,29.52,rising,safe,CGWB_synthetic,high
GWVLG0019W36,VLG0019,Kuhi,2025-09-08,36,29.23,rising,safe,CGWB_synthetic,high
GWVLG0019W37,VLG0019,Kuhi,2025-09-15,37,28.97,rising,safe,CGWB_synthetic,high
GWVLG0019W38,VLG0019,Kuhi,2025-09-22,38,28.7,rising,safe,CGWB_synthetic,high
GWVLG0019W39,VLG0019,Kuhi,2025-09-29,39,28.32,rising,safe,CGWB_synthetic,high
GWVLG0019W40,VLG0019,Kuhi,2025-10-06,40,28.32,rising,safe,CGWB_synthetic,high
GWVLG0019W41,VLG0019,Kuhi,2025-10-13,41,28.35,rising,safe,CGWB_synthetic,high
GWVLG0019W42,VLG0019,Kuhi,2025-10-20,42,28.32,rising,safe,CGWB_synthetic,high
GWVLG0019W43,VLG0019,Kuhi,2025-10-27,43,28.36,stable,safe,CGWB_synthetic,high
GWVLG0019W44,VLG0019,Kuhi,2025-11-03,44,28.38,stable,safe,CGWB_synthetic,high
GWVLG0019W45,VLG0019,Kuhi,2025-11-10,45,28.4,stable,safe,CGWB_synthetic,high
GWVLG0019W46,VLG0019,Kuhi,2025-11-17,46,28.38,stable,safe,CGWB_synthetic,high
GWVLG0019W47,VLG0019,Kuhi,2025-11-24,47,28.42,stable,safe,CGWB_synthetic,high
GWVLG0019W48,VLG0019,Kuhi,2025-12-01,48,28.43,stable,safe,CGWB_synthetic,high
GWVLG0019W49,VLG0019,Kuhi,2025-12-08,49,28.43,stable,safe,CGWB_synthetic,high
GWVLG0019W50,VLG0019,Kuhi,2025-12-15,50,28.37,stable,safe,CGWB_synthetic,high
GWVLG0019W51,VLG0019,Kuhi,2025-12-22,51,28.4,stable,safe,CGWB_synthetic,high
GWVLG0019W52,VLG0019,Kuhi,2025-12-29,52,28.48,stable,safe,CGWB_synthetic,high
GWVLG0020W01,VLG0020,Bori,2025-01-06,1,47.74,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W02,VLG0020,Bori,2025-01-13,2,47.78,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W03,VLG0020,Bori,2025-01-20,3,47.8,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W04,VLG0020,Bori,2025-01-27,4,47.82,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W05,VLG0020,Bori,2025-02-03,5,47.86,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W06,VLG0020,Bori,2025-02-10,6,47.92,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W07,VLG0020,Bori,2025-02-17,7,48.0,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W08,VLG0020,Bori,2025-02-24,8,48.02,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W09,VLG0020,Bori,2025-03-03,9,48.11,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W10,VLG0020,Bori,2025-03-10,10,48.15,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W11,VLG0020,Bori,2025-03-17,11,48.19,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W12,VLG0020,Bori,2025-03-24,12,48.22,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W13,VLG0020,Bori,2025-03-31,13,48.19,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W14,VLG0020,Bori,2025-04-07,14,48.27,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W15,VLG0020,Bori,2025-04-14,15,48.34,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W16,VLG0020,Bori,2025-04-21,16,48.37,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W17,VLG0020,Bori,2025-04-28,17,48.42,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W18,VLG0020,Bori,2025-05-05,18,48.48,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W19,VLG0020,Bori,2025-05-12,19,48.48,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W20,VLG0020,Bori,2025-05-19,20,48.52,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W21,VLG0020,Bori,2025-05-26,21,48.59,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W22,VLG0020,Bori,2025-06-02,22,48.59,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W23,VLG0020,Bori,2025-06-09,23,48.65,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W24,VLG0020,Bori,2025-06-16,24,48.3,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W25,VLG0020,Bori,2025-06-23,25,48.05,rising,semi-critical,CGWB_synthetic,high
GWVLG0020W26,VLG0020,Bori,2025-06-30,26,47.76,rising,semi-critical,CGWB_synthetic,high
GWVLG0020W27,VLG0020,Bori,2025-07-07,27,47.4,rising,semi-critical,CGWB_synthetic,high
GWVLG0020W28,VLG0020,Bori,2025-07-14,28,47.18,rising,semi-critical,CGWB_synthetic,high
GWVLG0020W29,VLG0020,Bori,2025-07-21,29,46.86,rising,semi-critical,CGWB_synthetic,high
GWVLG0020W30,VLG0020,Bori,2025-07-28,30,46.54,rising,semi-critical,CGWB_synthetic,high
GWVLG0020W31,VLG0020,Bori,2025-08-04,31,46.27,rising,semi-critical,CGWB_synthetic,high
GWVLG0020W32,VLG0020,Bori,2025-08-11,32,46.05,rising,semi-critical,CGWB_synthetic,high
GWVLG0020W33,VLG0020,Bori,2025-08-18,33,45.72,rising,semi-critical,CGWB_synthetic,high
GWVLG0020W34,VLG0020,Bori,2025-08-25,34,45.44,rising,semi-critical,CGWB_synthetic,high
GWVLG0020W35,VLG0020,Bori,2025-09-01,35,45.19,rising,semi-critical,CGWB_synthetic,high
GWVLG0020W36,VLG0020,Bori,2025-09-08,36,44.94,rising,semi-critical,CGWB_synthetic,high
GWVLG0020W37,VLG0020,Bori,2025-09-15,37,44.67,rising,semi-critical,CGWB_synthetic,high
GWVLG0020W38,VLG0020,Bori,2025-09-22,38,44.37,rising,semi-critical,CGWB_synthetic,high
GWVLG0020W39,VLG0020,Bori,2025-09-29,39,44.05,rising,semi-critical,CGWB_synthetic,high
GWVLG0020W40,VLG0020,Bori,2025-10-06,40,44.1,rising,semi-critical,CGWB_synthetic,high
GWVLG0020W41,VLG0020,Bori,2025-10-13,41,44.11,rising,semi-critical,CGWB_synthetic,high
GWVLG0020W42,VLG0020,Bori,2025-10-20,42,44.07,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W43,VLG0020,Bori,2025-10-27,43,44.13,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W44,VLG0020,Bori,2025-11-03,44,44.21,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W45,VLG0020,Bori,2025-11-10,45,44.18,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W46,VLG0020,Bori,2025-11-17,46,44.2,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W47,VLG0020,Bori,2025-11-24,47,44.26,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W48,VLG0020,Bori,2025-12-01,48,44.37,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W49,VLG0020,Bori,2025-12-08,49,44.42,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W50,VLG0020,Bori,2025-12-15,50,44.44,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W51,VLG0020,Bori,2025-12-22,51,44.49,stable,semi-critical,CGWB_synthetic,high
GWVLG0020W52,VLG0020,Bori,2025-12-29,52,44.57,stable,semi-critical,CGWB_synthetic,high
GWVLG0021W01,VLG0021,Asola,2025-01-06,1,88.33,stable,critical,CGWB_synthetic,medium
GWVLG0021W02,VLG0021,Asola,2025-01-13,2,88.53,stable,critical,CGWB_synthetic,medium
GWVLG0021W03,VLG0021,Asola,2025-01-20,3,88.73,stable,critical,CGWB_synthetic,medium
GWVLG0021W04,VLG0021,Asola,2025-01-27,4,88.9,stable,critical,CGWB_synthetic,medium
GWVLG0021W05,VLG0021,Asola,2025-02-03,5,89.14,declining,critical,CGWB_synthetic,medium
GWVLG0021W06,VLG0021,Asola,2025-02-10,6,89.35,declining,critical,CGWB_synthetic,medium
GWVLG0021W07,VLG0021,Asola,2025-02-17,7,89.56,declining,critical,CGWB_synthetic,medium
GWVLG0021W08,VLG0021,Asola,2025-02-24,8,89.87,declining,critical,CGWB_synthetic,medium
GWVLG0021W09,VLG0021,Asola,2025-03-03,9,90.09,declining,critical,CGWB_synthetic,medium
GWVLG0021W10,VLG0021,Asola,2025-03-10,10,90.28,declining,critical,CGWB_synthetic,medium
GWVLG0021W11,VLG0021,Asola,2025-03-17,11,90.48,declining,critical,CGWB_synthetic,medium
GWVLG0021W12,VLG0021,Asola,2025-03-24,12,90.73,declining,critical,CGWB_synthetic,medium
GWVLG0021W13,VLG0021,Asola,2025-03-31,13,90.94,declining,critical,CGWB_synthetic,medium
GWVLG0021W14,VLG0021,Asola,2025-04-07,14,91.11,declining,critical,CGWB_synthetic,medium
GWVLG0021W15,VLG0021,Asola,2025-04-14,15,91.35,declining,critical,CGWB_synthetic,medium
GWVLG0021W16,VLG0021,Asola,2025-04-21,16,91.54,declining,critical,CGWB_synthetic,medium
GWVLG0021W17,VLG0021,Asola,2025-04-28,17,91.81,declining,critical,CGWB_synthetic,medium
GWVLG0021W18,VLG0021,Asola,2025-05-05,18,92.06,declining,critical,CGWB_synthetic,medium
GWVLG0021W19,VLG0021,Asola,2025-05-12,19,92.26,declining,critical,CGWB_synthetic,medium
GWVLG0021W20,VLG0021,Asola,2025-05-19,20,92.51,declining,critical,CGWB_synthetic,medium
GWVLG0021W21,VLG0021,Asola,2025-05-26,21,92.72,declining,critical,CGWB_synthetic,medium
GWVLG0021W22,VLG0021,Asola,2025-06-02,22,92.96,declining,critical,CGWB_synthetic,medium
GWVLG0021W23,VLG0021,Asola,2025-06-09,23,93.19,declining,critical,CGWB_synthetic,medium
GWVLG0021W24,VLG0021,Asola,2025-06-16,24,93.03,declining,critical,CGWB_synthetic,medium
GWVLG0021W25,VLG0021,Asola,2025-06-23,25,92.87,stable,critical,CGWB_synthetic,medium
GWVLG0021W26,VLG0021,Asola,2025-06-30,26,92.81,stable,critical,CGWB_synthetic,medium
GWVLG0021W27,VLG0021,Asola,2025-07-07,27,92.67,rising,critical,CGWB_synthetic,medium
GWVLG0021W28,VLG0021,Asola,2025-07-14,28,92.53,rising,critical,CGWB_synthetic,medium
GWVLG0021W29,VLG0021,Asola,2025-07-21,29,92.36,rising,critical,CGWB_synthetic,medium
GWVLG0021W30,VLG0021,Asola,2025-07-28,30,92.26,rising,critical,CGWB_synthetic,medium
GWVLG0021W31,VLG0021,Asola,2025-08-04,31,92.25,rising,critical,CGWB_synthetic,medium
GWVLG0021W32,VLG0021,Asola,2025-08-11,32,92.07,rising,critical,CGWB_synthetic,medium
GWVLG0021W33,VLG0021,Asola,2025-08-18,33,91.95,rising,critical,CGWB_synthetic,medium
GWVLG0021W34,VLG0021,Asola,2025-08-25,34,91.9,rising,critical,CGWB_synthetic,medium
GWVLG0021W35,VLG0021,Asola,2025-09-01,35,91.78,rising,critical,CGWB_synthetic,medium
GWVLG0021W36,VLG0021,Asola,2025-09-08,36,91.68,rising,critical,CGWB_synthetic,medium
GWVLG0021W37,VLG0021,Asola,2025-09-15,37,91.51,rising,critical,CGWB_synthetic,medium
GWVLG0021W38,VLG0021,Asola,2025-09-22,38,91.41,rising,critical,CGWB_synthetic,medium
GWVLG0021W39,VLG0021,Asola,2025-09-29,39,91.28,rising,critical,CGWB_synthetic,medium
GWVLG0021W40,VLG0021,Asola,2025-10-06,40,91.52,stable,critical,CGWB_synthetic,medium
GWVLG0021W41,VLG0021,Asola,2025-10-13,41,91.77,stable,critical,CGWB_synthetic,medium
GWVLG0021W42,VLG0021,Asola,2025-10-20,42,92.06,declining,critical,CGWB_synthetic,medium
GWVLG0021W43,VLG0021,Asola,2025-10-27,43,92.29,declining,critical,CGWB_synthetic,medium
GWVLG0021W44,VLG0021,Asola,2025-11-03,44,92.51,declining,critical,CGWB_synthetic,medium
GWVLG0021W45,VLG0021,Asola,2025-11-10,45,92.73,declining,critical,CGWB_synthetic,medium
GWVLG0021W46,VLG0021,Asola,2025-11-17,46,92.94,declining,critical,CGWB_synthetic,medium
GWVLG0021W47,VLG0021,Asola,2025-11-24,47,93.16,declining,critical,CGWB_synthetic,medium
GWVLG0021W48,VLG0021,Asola,2025-12-01,48,93.36,declining,critical,CGWB_synthetic,medium
GWVLG0021W49,VLG0021,Asola,2025-12-08,49,93.58,declining,critical,CGWB_synthetic,medium
GWVLG0021W50,VLG0021,Asola,2025-12-15,50,93.83,declining,critical,CGWB_synthetic,medium
GWVLG0021W51,VLG0021,Asola,2025-12-22,51,94.01,declining,critical,CGWB_synthetic,medium
GWVLG0021W52,VLG0021,Asola,2025-12-29,52,94.26,declining,critical,CGWB_synthetic,medium
GWVLG0022W01,VLG0022,Mohadi,2025-01-06,1,50.29,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W02,VLG0022,Mohadi,2025-01-13,2,50.39,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W03,VLG0022,Mohadi,2025-01-20,3,50.46,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W04,VLG0022,Mohadi,2025-01-27,4,50.53,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W05,VLG0022,Mohadi,2025-02-03,5,50.6,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W06,VLG0022,Mohadi,2025-02-10,6,50.66,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W07,VLG0022,Mohadi,2025-02-17,7,50.79,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W08,VLG0022,Mohadi,2025-02-24,8,50.86,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W09,VLG0022,Mohadi,2025-03-03,9,50.98,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W10,VLG0022,Mohadi,2025-03-10,10,51.1,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W11,VLG0022,Mohadi,2025-03-17,11,51.21,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W12,VLG0022,Mohadi,2025-03-24,12,51.28,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W13,VLG0022,Mohadi,2025-03-31,13,51.38,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W14,VLG0022,Mohadi,2025-04-07,14,51.46,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W15,VLG0022,Mohadi,2025-04-14,15,51.51,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W16,VLG0022,Mohadi,2025-04-21,16,51.6,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W17,VLG0022,Mohadi,2025-04-28,17,51.65,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W18,VLG0022,Mohadi,2025-05-05,18,51.77,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W19,VLG0022,Mohadi,2025-05-12,19,51.83,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W20,VLG0022,Mohadi,2025-05-19,20,51.92,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W21,VLG0022,Mohadi,2025-05-26,21,52.01,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W22,VLG0022,Mohadi,2025-06-02,22,52.08,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W23,VLG0022,Mohadi,2025-06-09,23,52.18,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W24,VLG0022,Mohadi,2025-06-16,24,51.88,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W25,VLG0022,Mohadi,2025-06-23,25,51.64,rising,semi-critical,CGWB_synthetic,high
GWVLG0022W26,VLG0022,Mohadi,2025-06-30,26,51.3,rising,semi-critical,CGWB_synthetic,high
GWVLG0022W27,VLG0022,Mohadi,2025-07-07,27,51.02,rising,semi-critical,CGWB_synthetic,high
GWVLG0022W28,VLG0022,Mohadi,2025-07-14,28,50.84,rising,semi-critical,CGWB_synthetic,high
GWVLG0022W29,VLG0022,Mohadi,2025-07-21,29,50.51,rising,semi-critical,CGWB_synthetic,high
GWVLG0022W30,VLG0022,Mohadi,2025-07-28,30,50.2,rising,semi-critical,CGWB_synthetic,high
GWVLG0022W31,VLG0022,Mohadi,2025-08-04,31,49.94,rising,semi-critical,CGWB_synthetic,high
GWVLG0022W32,VLG0022,Mohadi,2025-08-11,32,49.67,rising,semi-critical,CGWB_synthetic,high
GWVLG0022W33,VLG0022,Mohadi,2025-08-18,33,49.41,rising,semi-critical,CGWB_synthetic,high
GWVLG0022W34,VLG0022,Mohadi,2025-08-25,34,49.15,rising,semi-critical,CGWB_synthetic,high
GWVLG0022W35,VLG0022,Mohadi,2025-09-01,35,48.9,rising,semi-critical,CGWB_synthetic,high
GWVLG0022W36,VLG0022,Mohadi,2025-09-08,36,48.68,rising,semi-critical,CGWB_synthetic,high
GWVLG0022W37,VLG0022,Mohadi,2025-09-15,37,48.42,rising,semi-critical,CGWB_synthetic,high
GWVLG0022W38,VLG0022,Mohadi,2025-09-22,38,48.13,rising,semi-critical,CGWB_synthetic,high
GWVLG0022W39,VLG0022,Mohadi,2025-09-29,39,47.88,rising,semi-critical,CGWB_synthetic,high
GWVLG0022W40,VLG0022,Mohadi,2025-10-06,40,48.02,rising,semi-critical,CGWB_synthetic,high
GWVLG0022W41,VLG0022,Mohadi,2025-10-13,41,48.1,rising,semi-critical,CGWB_synthetic,high
GWVLG0022W42,VLG0022,Mohadi,2025-10-20,42,48.15,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W43,VLG0022,Mohadi,2025-10-27,43,48.26,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W44,VLG0022,Mohadi,2025-11-03,44,48.34,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W45,VLG0022,Mohadi,2025-11-10,45,48.36,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W46,VLG0022,Mohadi,2025-11-17,46,48.46,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W47,VLG0022,Mohadi,2025-11-24,47,48.53,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W48,VLG0022,Mohadi,2025-12-01,48,48.61,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W49,VLG0022,Mohadi,2025-12-08,49,48.7,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W50,VLG0022,Mohadi,2025-12-15,50,48.79,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W51,VLG0022,Mohadi,2025-12-22,51,48.89,stable,semi-critical,CGWB_synthetic,high
GWVLG0022W52,VLG0022,Mohadi,2025-12-29,52,48.96,stable,semi-critical,CGWB_synthetic,high
GWVLG0023W01,VLG0023,Borala,2025-01-06,1,20.83,stable,safe,CGWB_synthetic,high
GWVLG0023W02,VLG0023,Borala,2025-01-13,2,20.85,stable,safe,CGWB_synthetic,high
GWVLG0023W03,VLG0023,Borala,2025-01-20,3,20.87,stable,safe,CGWB_synthetic,high
GWVLG0023W04,VLG0023,Borala,2025-01-27,4,20.92,stable,safe,CGWB_synthetic,high
GWVLG0023W05,VLG0023,Borala,2025-02-03,5,20.92,stable,safe,CGWB_synthetic,high
GWVLG0023W06,VLG0023,Borala,2025-02-10,6,20.91,stable,safe,CGWB_synthetic,high
GWVLG0023W07,VLG0023,Borala,2025-02-17,7,20.91,stable,safe,CGWB_synthetic,high
GWVLG0023W08,VLG0023,Borala,2025-02-24,8,20.9,stable,safe,CGWB_synthetic,high
GWVLG0023W09,VLG0023,Borala,2025-03-03,9,20.92,stable,safe,CGWB_synthetic,high
GWVLG0023W10,VLG0023,Borala,2025-03-10,10,20.87,stable,safe,CGWB_synthetic,high
GWVLG0023W11,VLG0023,Borala,2025-03-17,11,20.84,stable,safe,CGWB_synthetic,high
GWVLG0023W12,VLG0023,Borala,2025-03-24,12,20.81,stable,safe,CGWB_synthetic,high
GWVLG0023W13,VLG0023,Borala,2025-03-31,13,20.84,stable,safe,CGWB_synthetic,high
GWVLG0023W14,VLG0023,Borala,2025-04-07,14,20.89,stable,safe,CGWB_synthetic,high
GWVLG0023W15,VLG0023,Borala,2025-04-14,15,20.89,stable,safe,CGWB_synthetic,high
GWVLG0023W16,VLG0023,Borala,2025-04-21,16,20.89,stable,safe,CGWB_synthetic,high
GWVLG0023W17,VLG0023,Borala,2025-04-28,17,20.89,stable,safe,CGWB_synthetic,high
